date,venue,country,race_type,market_id,race_no,start_time,market_status,event_name
2026-08-12,HEALESVILLE,AUS,G,1.260994740,3,2026-08-12 01:38:00,OPEN,R3 300m Rest
2026-08-12,HEALESVILLE,AUS,G,1.260994743,4,2026-08-12 01:55:00,OPEN,R4 300m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994746,5,2026-08-12 02:11:00,OPEN,R5 350m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994749,6,2026-08-12 02:27:00,OPEN,R6 350m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994752,7,2026-08-12 02:47:00,OPEN,R7 350m Rest
2026-08-12,HEALESVILLE,AUS,G,1.260994755,8,2026-08-12 03:05:00,OPEN,R8 350m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994758,9,2026-08-12 03:32:00,OPEN,R9 300m Rest
2026-08-12,HEALESVILLE,AUS,G,1.260994761,10,2026-08-12 03:57:00,OPEN,R10 300m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994764,11,2026-08-12 04:15:00,OPEN,R11 300m Gr5
2026-08-12,HEALESVILLE,AUS,G,1.260994767,12,2026-08-12 04:42:00,OPEN,R12 300m Gr5
2026-08-12,PINJARRA,AUS,R,1.260958642,1,2026-08-12 04:29:00,OPEN,R1 1200m Mdn
2026-08-12,PINJARRA,AUS,R,1.260958651,2,2026-08-12 05:04:00,OPEN,R2 1200m Mdn
2026-08-12,PINJARRA,AUS,R,1.260958660,3,2026-08-12 05:39:00,OPEN,R3 1200m Hcap
2026-08-12,PINJARRA,AUS,R,1.260958669,4,2026-08-12 06:14:00,OPEN,R4 1500m CL3
2026-08-12,PINJARRA,AUS,R,1.260958678,5,2026-08-12 06:49:00,OPEN,R5 1400m CL1
2026-08-12,PINJARRA,AUS,R,1.260958687,6,2026-08-12 07:27:00,OPEN,R6 1600m Hcap
2026-08-12,PINJARRA,AUS,R,1.260958696,7,2026-08-12 08:06:00,OPEN,R7 1800m CL1
2026-08-12,PINJARRA,AUS,R,1.260958705,8,2026-08-12 08:45:00,OPEN,R8 1200m CL3
2026-08-12,ROTORUA,NZL,R,1.260958441,1,2026-08-12 00:20:00,OPEN,R1 2200m Mdn
2026-08-12,ROTORUA,NZL,R,1.260958443,2,2026-08-12 00:55:00,OPEN,R2 2200m Hcap
2026-08-12,ROTORUA,NZL,R,1.260958445,3,2026-08-12 01:32:00,OPEN,R3 1230m Hcap
2026-08-12,ROTORUA,NZL,R,1.260958447,4,2026-08-12 02:07:00,OPEN,R4 1950m Hcap
2026-08-12,ROTORUA,NZL,R,1.260958449,5,2026-08-12 02:42:00,OPEN,R5 1950m Hcap
2026-08-12,ROTORUA,NZL,R,1.260958451,6,2026-08-12 03:19:00,OPEN,R6 1400m Mdn
2026-08-12,ROTORUA,NZL,R,1.260958453,7,2026-08-12 03:54:00,OPEN,R7 1400m Mdn
2026-08-12,ROTORUA,NZL,R,1.260958455,8,2026-08-12 04:29:00,OPEN,R8 1400m Hcap
